name,brewer_id,abv,style_id
Los Gatos Summertime Ale,1386,0.0,37
Los Gatos India Pale Ale,1386,0.0,1
Los Gatos Stoat Oatmeal,1386,0.0,22
Los Gatos Old Scuttlebutt Stout,1386,0.0,71
Los Gatos Pilsner,1386,0.0,39
Los Gatos Cask Ale,1386,0.0,38
Los Gatos Bockstein,1386,0.0,49
Los Gatos Sunset Amber,1386,0.0,37
Los Gatos BCS,1386,7.5,22
Los Gatos Bailout Brown,1386,0.0,5
Los Gatos American Lager,1386,0.0,10
Los Gatos Doppelbock,1386,0.0,46
Los Gatos Hefeweizen,1386,0.0,40
Los Gatos Zwickelbier,1386,0.0,59
Los Gatos Spécials Belges,1386,0.0,6
Los Gatos Sherman Stout,1386,0.0,22
Los Gatos Classic Pale Ale,1386,0.0,27
Los Gatos Dog Tale Pale Ale,1386,0.0,27
Marthas Vineyard Extra Stout,2430,0.0,22
Marthas Vineyard Pub Draught Ale,2430,0.0,37
Cambier Iris Beer Bière Ambrée,7372,7.0,74
Cambier Bière de Noël,7372,8.0,74
Cambier Iris Beer Bière Blonde,7372,7.0,74
Beaver Basil,12416,5.2,37
Beaver 724 Imperial Pale Ale,12416,0.0,11
Beaver Wet Hop Citra Ale,12416,0.0,42
Beaver Chamomile Wheat,12416,4.2,29
Beaver Saison De Beaver,12416,5.8,25
Beaver Kvass,12416,1.75,13
Beaver I.Porter.A,12416,5.0,50
Beaver Saison De Beaver &#40;Sour Version&#41;,12416,0.0,12
Rattlesnake Creek Lodgepole Porter,3368,0.0,15
Rattlesnake Creek Rattlesnake Red,3368,0.0,76
Rattlesnake Creek BlueHawk EPA,3368,0.0,38
Tickenham Tick’num Tipple,12289,6.5,55
City Steam Drinking Nun,1482,8.0,7
City Steam Deirdre Does Derry,1482,4.8,22
City Steam Princess of Darkness,1482,6.4,6
City Steam Deirdre Does Dublin,1482,0.0,71
City Steam Naughty Nurse Amber Ale,1482,5.0,38
City Steam Black Silk Stout,1482,5.5,4
City Steam Bagdad Black,1482,6.0,15
City Steam Ma Jolie Unfiltered Lager,1482,0.0,33
City Steam My Funny Ballantine,1482,6.0,1
City Steam Paris Porter,1482,4.8,15
City Steam Amarillo By Morning,1482,0.0,1
City Steam Carpenters Ale,1482,7.2,1
City Steam Deirdre Does Donegal,1482,4.4,71
City Steam Ecstacy IPA,1482,6.0,1
City Steam White Wedding,1482,4.8,8
City Steam Dark Ale,1482,5.0,5
City Steam Brewers Gold IPA,1482,0.0,1
City Steam Old Wethersfield IPA,1482,6.5,1
City Steam Prom Queen IPA,1482,0.0,1
City Steam Crop Circle Beer,1482,6.0,20
City Steam Luscious Wheat,1482,5.6,40
City Steam The Devil and 67 Virgins,1482,8.0,72
City Steam Summer Stout,1482,5.6,22
City Steam White Rabbit,1482,5.5,8
City Steam Crystal & Cascade,1482,0.0,1
City Steam Innocence Ale,1482,7.2,1
City Steam Chet Baker India Pale Lager,1482,0.0,51
City Steam Blonde Export Lager,1482,6.0,56
City Steam Norwegian Wood,1482,6.0,17
City Steam Careless Love,1482,8.0,74
City Steam Acapulco Gold IPA,1482,6.5,1
City Steam Dexter Gordon Old School Strong Ale,1482,0.0,70
City Steam Winter Wheat,1482,8.5,58
City Steam Afternoon In L’Ardennes,1482,4.8,25
City Steam Blonde on Blonde,1482,6.0,1
City Steam Poor Richards Porter,1482,0.0,13
City Steam Belle Dock #4,1482,8.8,45
City Steam Czars and Girls,1482,8.8,18
City Steam Milk of Amnesia,1482,0.0,4
City Steam Winter in Ardennes,1482,0.0,19
City Steam Vampire Ale,1482,6.0,1
City Steam Brown Sugar,1482,5.5,75
City Steam Narvel the Marvel,1482,0.0,45
City Steam Metzino7 Pilsner,1482,5.0,39
City Steam Northern Brewer IPA,1482,0.0,1
City Steam Benny & The Blondes,1482,5.0,10
City Steam Rye Me a River,1482,0.0,8
City Steam Americas Beautiful Babylon,1482,9.0,45
City Steam Dark Lager,1482,5.0,26
City Steam Mirth & Beauty,1482,6.5,1
City Steam Flower of Edinburgh,1482,8.4,23
City Steam St. Brigette & St. Theresa,1482,6.0,1
City Steam Green Eyes & Red Hair,1482,5.8,21
City Steam Pumpernickelback Porter,1482,5.2,15
City Steam Joltin Joe,1482,6.0,4
City Steam Pugnacious Porter,1482,8.0,32
City Steam P.V. Porter,1482,5.5,15
City Steam Bonnie Bock,1482,6.4,49
City Steam Shot Block Bock,1482,6.5,49
City Steam Busted in Brussels,1482,6.7,19
City Steam Zoot Sims,1482,0.0,1
City Steam Catholic Girls Oktoberfest,1482,5.0,31
City Steam Dizzy Gillespie,1482,6.5,1
City Steam Vienna Waltz,1482,4.5,44
City Steam Dominator Double Bock,1482,7.0,46
City Steam Colt 46,1482,4.0,10
Bere Trei Stejari Bâlea,5752,4.5,10
Bere Trei Stejari Bâlea Bere Blonda,5752,5.0,10
Hermannstadt,5752,5.0,10
Hofer Bräu Schwirza vom Landl,3028,4.9,26
Hofer Bräu Hell,3028,4.7,56
Hofer Bräu Export,3028,5.3,56
Hofer Bräu Grenzfähnlein Festbier,3028,5.9,31
Hofer Bräu Pils,3028,4.9,2
Hofer Bräu Weisse,3028,5.0,40
Hofer Bräu Drei Wappen Weisse,3028,5.0,54
Gansbräu Hell,8858,5.0,56
Gansbräu Urtyp,8858,5.0,59
Gansbräu Festbier,8858,5.5,31
Gansbräu Pils,8858,5.0,57
Gansbräu Dunkel,8858,5.0,26
Gansbräu Bock,8858,6.5,14
Gansbräu Rot-Bier,8858,5.0,44
Gansbräu Radler,8858,2.6,36
Gansbräu Keller-Pils Hefetrüb,8858,5.0,59
Crossmans Prime Farmhouse Cider - Dry &#40;Draught&#41;,3118,6.0,55
Crossmans Prime Farmhouse Cider - Medium &#40;Draught&#41;,3118,6.0,55
Crossmans Home Orchard Special Blend Cider - Medium &#40;Draught&#41;,3118,7.0,55
Crossmans Tremletts Bitter SV &#40;Draught&#41;,3118,6.0,55
Crossmans Prime Farmhouse Cider - Sweet &#40;Draught&#41;,3118,6.0,55
Crossmans Home Orchard Special Blend Cider - Dry &#40;Draught&#41;,3118,7.0,55
Sonoran Double Blonde,395,7.0,27
Sonoran Double Trouble I2PA,395,8.4,11
Sonoran IPA,395,6.2,1
Papago Belgian Strong,395,11.5,19
Sonoran First Anniversary Alt,395,5.5,28
Sonoran 100,395,19.5,48
Papago El Grande Nutz,395,4.5,5
Sonoran Burning Bird Pale Ale,395,4.8,27
Papago Procrastinator Dopplebock,395,10.0,46
Sonoran Top Down Kolsch Style Ale,395,5.1,3
Sonoran C.I.A. Citrus Infused Ale,395,4.7,36
Papago El Diablo Rojo,395,8.2,48
Sonoran Top Down Blonde,395,5.2,42
Sonoran Cordillera Blanca,395,4.7,17
Sonoran Heartland Hefe,395,4.7,29
Sonoran Festivus,395,0.0,17
Sonoran Oaked Vanilla Bean Inebriator Stout,395,0.0,18
Papago Six Shooter Imperial Wheat Pale Ale,395,7.6,29
Papago Wee Smokey,395,7.0,21
Sonoran Old Saguaro Barleywine,395,9.2,45
Sonoran Wee Heavy Scottish Ale,395,9.5,23
Sonoran Twisted Cherry,395,0.0,12
Sonoran 200,395,19.37,48
Sonoran Top Down Golden Pale Ale,395,0.0,27
Sonoran Nut Brown,395,0.0,5
Sonoran Top Down Classic Red Ale,395,0.0,37
Sonoran Dred Double Red Ale,395,7.5,48
Papago Oak Aged Oh Brother,395,12.5,12
Papago Schitzengiggles Eisbock,395,15.0,53
Sonoran Two Tuns Double Amber Ale,395,8.2,48
Sonoran Inebriator Stout,395,9.1,18
Papago Aromatherapy IPA,395,7.0,1
Papago Maduro Nut Brown,395,4.5,5
Papago Busted Cherry,395,7.2,12
Sonoran Robust Porter,395,0.0,15
Papago Little Brother,395,7.5,24
Sonoran Desert Amber,395,5.2,37
Sonoran Centennial ESB,395,0.0,16
Sonoran Victorian IPA,395,6.2,1
Sonoran Midnight Porter,395,5.1,15
Wilde Rose Bock,2997,6.7,14
Wilde Rose Weizen,2997,0.0,40
Wilde Rose Helles,2997,0.0,56
Wilde Rose Kellerbier,2997,0.0,59
Wilde Rose Pils,2997,5.25,39
Montgomery Downtown Brown Ale,3965,0.0,5
Montgomery Goat Hill Pale Ale,3965,0.0,27
Montgomery Wipe Out Stout,3965,0.0,22
Montgomery Big 3 Bailout IPA,3965,0.0,1
Montgomery Jubilee Mai Bock,3965,0.0,49
Montgomery Blueberry Ale,3965,0.0,36
Montgomery Summerfest Lager,3965,0.0,10
Montgomery Old Montgomery Blonde,3965,0.0,20
Montgomery Old World Porter,3965,0.0,15
Montgomery Seeing Double IPA,3965,7.8,11
Montgomery IPA,3965,0.0,1
Montgomery Lightening Route Light Lager,3965,0.0,10
Montgomery Superfly Rye Lager,3965,0.0,68
Montgomery Roggenbier,3965,0.0,68
Montgomery Riverboat Red Ale,3965,0.0,37
Montgomery Oktoberfest,3965,0.0,31
Montgomery Riverwalk Rye,3965,0.0,68
Montgomery Jubelator Doppelbock,3965,6.0,46
Montgomery Wild Horses IPA,3965,0.0,1
Montgomery Dunkelweizen,3965,0.0,54
Montgomery Velvet Elvis,3965,0.0,65
Montgomery the Razz Kisser,3965,0.0,36
Montgomery Schwarzbier,3965,0.0,65
Eldridge Pope Royal Oak,5635,4.8,41
Wolf Wood Cutter Brown Ale,13329,6.0,5
Wolf Golden Honey Ale,13329,6.0,20
Wolf Red Brick IPA,13329,6.0,1
Wolf Black Tail Porter,13329,6.0,15
Grebensteiner Landbier,3124,4.8,59
Warburger Landradler,3124,2.8,36
Warburger Urtyp,3124,5.0,26
Warburger Export,3124,5.2,56
Warburger Landbier,3124,5.0,59
Warburger Pilsener Premium,3124,4.8,57
Pennard Organic Pure Honey Mead - Medium Sweet,6183,12.0,63
Avalon Straw Pressed Medium Dry Cider,6183,6.5,55
Avalon Medium Cider,6183,8.3,55
Blackbeck Carnival Kiss,10922,3.8,16
Blackbeck Trial Run,10922,3.8,20
Blackbeck Belle,10922,3.8,16
C.K. Browar Weizen,3428,0.0,40
C.K. Browar Marcowe,3428,0.0,31
C.K Browar Imbirowe &#40;Ingwer&#41;,3428,0.0,17
C.K. Browar Dunkel Weizen,3428,5.3,54
C.K. Browar Jasne &#40;Pils&#41;,3428,5.5,39
C.K. Browar Dunkel,3428,7.0,26
Gladiatore Bio Hell,2647,5.2,39
Stazione Birra Vertigo,2647,8.0,36
Fire Mountain Brew House Hangman Winter Fest,11219,8.0,48
Fire Mountain Brew House Tan Line Summer IPA,11219,5.2,1
Fire Mountain Brew House Steam Fired Stout,11219,7.6,22
Fire Mountain Brew House Bogart Northwest IPA,11219,6.9,1
Fire Mountain Brew House Bad Henry IPA,11219,6.8,1
Fire Mountain Brew House Oregon Pale Ale,11219,5.5,27
Staudenbräu Staudengold Festbier Märzen,8057,6.0,31
Staudenbräu Stauden Zwickel,8057,5.2,59
Staudenbräu Staudengold Original,8057,5.5,56
Staudenbräu Leichte Weisse,8057,3.3,40
Staudenbräu Stauden Weisse,8057,4.0,40
Rock Bottom Braintree Rockbrau Pilsner,4309,5.25,39
Rock Bottom Braintree Liquid Courage,4309,9.3,45
Rock Bottom Braintree Boston Fog Lager,4309,5.5,43
Rock Bottom Braintree Cinco de Mayo,4309,0.0,17
Rock Bottom Braintree Maibock,4309,7.1,49
Osterbrau Chilla,5049,4.4,33
Osterbrau Pilsner Special,5049,5.0,26
Osterbrau Lux Oster,5049,5.0,33
Osterbrau Pilsner Classic,5049,5.0,39
Liquid Bread Flying Bison Rye,6289,5.3,68
Liquid Bread Oatmeal Stout,6289,6.0,4
Liquid Bread German Dunkelweizen,6289,4.2,54
Liquid Bread Foreign Affair,6289,6.6,41
Liquid Bread American Hefeweizen,6289,4.8,40
Liquid Bread Irish Red,6289,5.0,52
Liquid Bread Liberty Stout,6289,5.9,22
Liquid Bread Porter,6289,5.5,15
Liquid Bread English Porter,6289,5.2,15
Liquid Bread Harvest Rye,6289,0.0,68
Liquid Bread Amber Ale,6289,5.8,37
Liquid Bread American Wheat,6289,4.8,29
Liquid Bread English Brown Ale,6289,5.4,5
Liquid Bread Colonial Ale,6289,6.6,17
Liquid Bread Kolsch,6289,4.8,3
Liquid Bread Winterfest Celebration Ale,6289,9.6,17
Liquid Bread German Pilsener,6289,6.0,39
Liquid Bread Double IPA,6289,8.0,11
Liquid Bread Lemon Ale,6289,4.3,36
Liquid Bread Pale Ale,6289,5.6,27
Liquid Bread Roggen Lite Ale,6289,4.4,68
Liquid Bread Paradise Stout,6289,0.0,22
Liquid Bread Light,6289,4.6,10
Liquid Bread American Brown Ale,6289,5.2,5
Liquid Bread IPA,6289,6.3,1
Liquid Bread Raspberry Wheat,6289,4.5,36
Liquid Bread Belgian Light,6289,4.8,6
Liquid Bread Belgian Wit,6289,6.0,8
Liquid Bread German Hefeweizen,6289,5.5,40
Liquid Bread Oktoberfest,6289,6.0,31
Liquid Bread Red Rider,6289,7.5,48
Herzog von Bavaria Cherry,2990,5.0,36
Germanuli Tradiciuli,2990,4.5,10
Castel Zolotoe Pivo,2990,7.0,51
Castel Beer &#40;Georgia&#41;,2990,4.9,10
Argo Dark,2990,5.6,26
Zekari Lager Beer,2990,4.6,10
Argo Extra,2990,5.6,10
Argo Lager,2990,5.0,10
Herzog von Bavaria,2990,5.0,33
Argo Beer,2990,4.5,10
Mile 68,1563,5.0,10
Steep Canyon Stout,2464,0.0,22
RJ Blanche de l’Île,365,4.8,40
RJ Le Cheval Blanc Bière dÉté,365,5.0,6
RJ Spéciale Ambrée &#40;Cheval Blanc&#41;,365,5.0,37
RJ Le Cheval Blanc Rescousse &#40;Wheat&#41;,365,5.0,29
RJ Tremblay,365,5.0,33
RJ Le Cheval Blanc Sainte-Paix aux Mûres,365,5.0,36
RJ Le Cheval Blanc Sainte-Paix aux Fraises,365,5.0,36
RJ Spéciale Rousse &#40;Cheval Blanc&#41;,365,5.0,6
Belle Gueule Brassin Anniversaire,365,7.0,46
RJ Le Cheval Blanc Snoreau,365,7.0,19
RJ Le Cheval Blanc Coup de Grisou,365,5.0,68
RJ Le Cheval Blanc Tourmente,365,5.0,8
RJ Le Cheval Blanc Sainte-Paix aux Pommes,365,5.0,36
Belle Gueule Lager dHiver,365,5.2,10
RJ Le Cheval Blanc Rescousse &#40;Pilsner&#41;,365,5.0,39
RJ Royale de lAnse,365,5.0,5
Bière de Noël,365,6.0,10
Belle Gueule Pilsner,365,5.2,39
Escousse,365,5.0,65
Belle Gueule Blonde dÉté,365,4.5,10
RJ Le Cheval Blanc Tord Vis!,365,6.0,6
Belle Gueule Rousse,365,5.2,44
RJ Le Cheval Blanc La Berlue,365,6.0,70
RJ La Canon,365,7.6,46
RJ Le Cheval Blanc Titanic,365,7.0,19
RJ L’École Buissonnière,365,0.0,20
RJ Le Cheval Blanc Loch Ness,365,6.0,21
RJ Le Cheval Blanc Sainte-Paix aux Cerises,365,5.0,36
Belle Gueule Brassin des Fêtes,365,6.0,49
Illégal,365,5.8,20
RJ Blonde dAchouffe,365,8.0,19
Belle Gueule Originale,365,5.2,44
RJ Brune dAchouffe,365,8.5,19
Folie Douce,365,5.0,36
RJ Le Cheval Blanc Blanche &#40;de Blé&#41;,365,5.0,8
Brauerei zur Sonne Urtyp Hell Lagerbier,3802,4.8,56
Brauerei zur Sonne Zunft Trunk Dunkel,3802,5.3,26
Brauerei zur Sonne Sonnen Weisse,3802,5.2,40
Brauerei zur Sonne Zwickel,3802,5.3,59
Brauerei zur Sonne Sonnen Bock,3802,6.5,14
Brauerei zur Sonne Sonnen Pils,3802,5.0,57
Seelmannbräu Helles,3710,5.0,56
Bridgehouse Heathcliff Stout,11568,5.0,22
Bridgehouse Barnstormer,11568,4.4,16
Bridgehouse Diken Gold,11568,3.6,20
Bridgehouse Buffers Bitter,11568,4.0,16
Bridgehouse Headshunt Stout,11568,5.0,22
Kuroushi Junmai Ginjo Sake,8986,16.5,47
Kuroushi Junmai Sake,8986,15.5,60
Duckstein Kölsch,3524,4.5,3
Duckstein Belgian Brown,3524,6.5,24
Duckstein Kristall Weizen,3524,4.8,78
Duckstein Cloudy Pils,3524,4.8,10
Duckstein Classic Pils,3524,4.8,39
Duckstein Vienna Lager,3524,5.5,44
Duckstein Altfränchiser,3524,5.3,28
Duckstein Schwarzbier,3524,4.8,65
Duckstein Altbier,3524,3.7,28
Duckstein Red Ale,3524,4.8,28
Duckstein Holstein Amber,3524,3.5,37
Duckstein Oatmeal Stout,3524,5.7,22
Duckstein Murphys Stout,3524,4.8,22
Duckstein Dunkel,3524,4.5,26
Duckstein Festbier,3524,5.2,31
Duckstein Hefe Weizen,3524,5.3,40
Anderson Valley Mendow Mellow,60,5.5,1
Copper Canyon Belgian Golden Strong Sour Ale,2554,0.0,19
Copper Canyon Double Nut Brown,2554,8.0,5
Copper Canyon Snicker Doodle,2554,9.0,19
Copper Canyon Rocktoberfest,2554,8.0,31
Copper Canyon Wheat,2554,0.0,40
Copper Canyon Saison,2554,6.3,25
Copper Canyon MacGarnicle Scotch Ale,2554,8.5,23
Copper Canyon Toasted Pale Ale,2554,0.0,27
Copper Canyon Big Oak Barleywine,2554,12.0,45
Copper Canyon Devils Peak Ale,2554,6.5,1
Copper Canyon Anniversary Ale,2554,5.0,42
Copper Canyon Summer Sun Wheat,2554,0.0,29
Copper Canyon Matts Mai Bock,2554,7.5,14
Copper Canyon Oktoberfest,2554,6.3,31
Copper Canyon Blueberry Vanilla Cream Ale,2554,5.0,36
Copper Canyon Killer Canyon Porter,2554,5.4,15
Copper Canyon Imperial 7 Cs IPA,2554,8.0,11
Copper Canyon Hefe-Pils,2554,0.0,39
Copper Canyon Ginger Kids Revenge,2554,8.0,17
Copper Canyon ESB,2554,5.6,41
Copper Canyon Rye-PA,2554,0.0,27
Copper Canyon Buffalo Jump Stout,2554,6.0,22
Copper Canyon Oatmeal Stout,2554,0.0,22
Copper Canyon Troisieme Sein Trippel,2554,9.0,7
Copper Canyon Apple Streudel Tripel,2554,0.0,7
Copper Canyon Bourbon CCP Imperial Stout,2554,11.5,18
Copper Canyon Alt,2554,5.5,28
Copper Canyon Yellow Card APA,2554,5.5,27
Copper Canyon L’Ete,2554,0.0,25
Copper Canyon Devil’s Advocate Double IPA,2554,0.0,11
Copper Canyon Summerzest,2554,5.5,29
Copper Canyon Mixing Bowl Sour Fruit Beer,2554,0.0,12
Copper Canyon Inauguration Ale,2554,0.0,24
Copper Canyon Northwestern Gold,2554,4.5,20
Copper Canyon Melange de Fleurs,2554,6.7,20
Copper Canyon Sweet Stout,2554,0.0,4
Copper Canyon Cedar Bock,2554,7.4,46
Copper Canyon 10th Anniversary Ale,2554,10.0,48
Craftsman Scotch Isle Ale,2600,0.0,21
Craftsman Spring Braggot,2600,7.5,63
Craftsman Wit,2600,0.0,8
Craftsman Angelino Weisse,2600,6.1,12
Craftsman O’ Stout,2600,3.6,22
Craftsman Orange Grove Ale,2600,0.0,36
Craftsman Aurora Borealis,2600,13.0,17
Craftsman Extreme &#40;Sour&#41; Braggot,2600,8.0,12
Craftsman Poppy Fields,2600,0.0,38
Craftsman Rest In Peace,2600,9.5,48
Craftsman Beer Mountain Ale,2600,8.0,35
Craftsman IPA,2600,6.25,1
Craftsman Abbey Single,2600,0.0,6
Craftsman Declaration of Independence Ale,2600,8.5,48
Craftsman Private Reserve Spruce,2600,8.1,17
Craftsman Summer Session Ale,2600,4.0,20
Craftsman Triple White Sage,2600,9.0,17
Craftsman Heavenly Hefe,2600,0.0,40
Craftsman El Prieto Sour Black Ale,2600,8.4,12
Craftsman Flanders Red,2600,4.8,12
Craftsman Bier De Mars,2600,8.0,74
Craftsman Summer’s End Sour,2600,0.0,12
Craftsman Mild,2600,3.4,9
Craftsman Edgars Ale,2600,8.2,48
Craftsman Cabernale,2600,8.0,36
Craftsman Weizenbock,2600,0.0,58
Craftsman Holiday Spruce Ale,2600,7.2,17
Craftsman Monkey See Monkey Do,2600,8.0,11
Craftsman Oyster Stout,2600,3.4,22
Craftsman Biere de Blanco,2600,0.0,8
Craftsman Eye of the Goat,2600,14.0,46
Craftsman Berliner Weisse,2600,0.0,67
Craftsman Burly Barleywine,2600,11.3,45
Craftsman Sour Lavender,2600,0.0,12
Craftsman Saison,2600,0.0,25
Craftsman Fireworks Saison,2600,7.3,25
Craftsman Oak Aged Edgars Ale,2600,8.2,48
Craftsman Citrus Saison,2600,7.1,25
Craftsman Bier De Garde,2600,7.5,74
Craftsman Acorn Saison,2600,8.1,25
Craftsman Harvest Saison,2600,5.9,25
Craftsman Roggen Rauch Bock,2600,8.6,35
Craftsman Honesty,2600,5.0,12
Craftsman Baltic Porter,2600,8.0,32
Craftsman Brewing Special Ed Wet-Hopped Porter,2600,0.0,15
Craftsman La Luz,2600,6.9,6
Craftsman .5 IPA,2600,0.0,1
Craftsman Oktoberfest,2600,6.0,31
Craftsman Smoked Black Lager,2600,0.0,35
Craftsman Ruddy Bloke,2600,0.0,41
Craftsman Baldwins Abbey 10,2600,10.2,19
Craftsman Smokey Mountain Red,2600,8.6,35
Craftsman Rye Pale Ale,2600,5.2,27
Craftsman Sour Grapes,2600,0.0,12
Craftsman 1903 Lager,2600,5.6,10
Craftsman Four Cylinder,2600,4.0,27
Craftsman Wryet Time,2600,0.0,68
Craftsman Dunkelweizen,2600,5.2,54
Craftsman Born on the 4th of July,2600,5.9,37
Shady Grove Apple Cyser,6332,12.5,63
Shady Grove Pineapple Honey Wine,6332,16.5,63
Shady Grove Blackberry/Wildflower Metheglin,6332,13.5,63
Shady Grove Wolf Valley Pear Mead,6332,12.5,63
Shady Grove Sparkling Blackberry Thistle Mead,6332,12.5,63
Shady Grove Poplar/Clover Traditional Sweet Mead,6332,16.5,63
Shady Grove Poplar/Clover Sparkling Dry Mead,6332,12.5,63
Shady Grove Touch-Me-Not Orange-Clove Metheglin,6332,0.0,63
Shady Grove Sparkling Peach Mead,6332,12.5,63
Shady Grove Sourwood/Clover Traditional Mead,6332,13.5,63
Shady Grove Sparkling Locust Honey/Apricot Dry Mead,6332,12.5,63
Shady Grove Sparkling Apricot Mead,6332,12.5,63
Shady Grove Musky Mountain Grape,6332,12.5,63
Holme Valley Oatmeal Stout,4758,4.4,22
Holme Valley Oktoberfest,4758,5.0,31
Holme Valley Stanhope Bitter,4758,4.2,16
Dempseys Banshie Pale Ale,8445,5.5,27
Dempseys Hemp Ale,8445,5.5,68
Dempseys Black Bear Stout,8445,5.5,22
Dempseys Honey Brown Wench Ale,8445,5.5,5
Dempseys Valkyrie Red,8445,5.5,37
Dempseys Battle Axe Blonde Ale,8445,3.9,20
Dempseys Longship Lager,8445,7.2,10
Dempseys Frostbite Lager,8445,5.5,33
Arsenal Cider Oaked Picket Bone Dry Hard Apple Cider,12696,8.0,55
Arsenal Cider Picket Bone Dry Hard Apple Cider,12696,8.0,55
Arsenal Cider Archibald’s Amber Hard Apple Cider,12696,7.5,55
Arsenal Cider Fighting Elleck Hard Apple Cider,12696,8.2,55
Lampertheimer Dunkel,12752,5.0,26
Lampertheimer Pils,12752,5.0,39
Lampertheimer Cannabis,12752,5.0,17
Lampertheimer Hefeweizen,12752,5.0,40
Archibald Orchards McIntosh Oak Aged,9436,0.0,55
Archibald Orchards Hard Apple Cider,9436,0.0,55
Archibald Orchards McIntosh,9436,0.0,55
Archibald Orchards Spiced Winter Apple,9436,11.6,55
Archibald Orchards Ida Red Oak Aged,9436,0.0,55
Pek Temno,8880,0.0,65
Pek Svetlo,8880,0.0,2
Oze No Yukidoke IPA,8775,5.0,1
Oze No Yukidoke White Weizen,8775,5.0,8
Oze No Yukidoke 10th Anniversary Double IPA Triple,8775,8.0,11
Oze No Yukidoke Brown Weizen,8775,5.0,40
Oze No Yukidoke Stout &#40;Kuro&#41;,8775,5.0,22
Oze No Yukidoke 60 Up IPA,8775,7.0,1
Oze No Yukidoke Heavy Heavy,8775,8.5,45
Malvern Magic New Meadow Perry,7732,6.5,64
Malvern Magic Stoke Red Cider,7732,6.0,55
Malvern Magic Blakeney Red Perry,7732,6.5,64
Malvern Magic Perry,7732,7.0,64
Malvern Magic Morgan Sweet Cider,7732,6.1,55
Stiefel-Jürgens Ur-Alt Dunkel &#40;naturtrüb&#41;,5767,4.8,28
Stiefel-Jürgens Stephanus-Bräu,5767,4.8,20
Stiefel-Jürgens Winterbräu,5767,5.2,31
Stiefel-Jürgens Obergäriges Lagerbier,5767,4.8,3
Stiefel-Jürgens  Stiefels Hefe-Weizen,5767,4.8,40
Stiefel-Jürgens Kellerbier,5767,4.8,59
Stiefel-Jürgens Helles,5767,0.0,56
Hopfenstark Framboise Forte Édition Spéciale &#40;Oak Aged&#41;,8201,8.0,36
Hopfenstark Saison Station 55 &#40;Bière Amère&#41;,8201,6.5,25
Hopfenstark End of the Trail,8201,5.5,27
Hopfenstark Boson de Higgs,8201,3.8,13
Hopfenstark Berlin Alexanderplatz,8201,3.2,67
Hopfenstark Postcolonial IPA,8201,6.5,1
Hopfenstark Kamarad Friedrich,8201,11.0,18
Hopfenstark Baltic Porter de LAncrier,8201,8.0,32
Hopfenstark Hooligan Bitter,8201,3.5,16
Hopfenstark Black Francis Stout,8201,5.0,71
Hopfenstark LouLou Porter 1929,8201,5.5,15
Hopfenstark Baltic Porter de LAncrier &#40;Oak Aged&#41;,8201,8.0,32
Hopfenstark Loulou Porter à lÉrable,8201,8.0,15
Hopfenstark Ostalgia Blonde &#40;Oak Aged&#41;,8201,5.0,20
Hopfenstark Yule,8201,8.0,17
Hopfenstark Saison Station 7 &#40;Bière aux Herbes&#41;,8201,5.0,25
Hopfenstark Framboise,8201,5.0,36
Hopfenstark Faust Triple,8201,9.0,7
Hopfenstark Saison Station 16 &#40;de Seigle&#41;,8201,6.0,25
Hopfenstark Baltic Porter de L’Ancrier &#40;Bourbon Barrel&#41;,8201,8.0,32
Hopfenstark Helles,8201,5.5,56
Hopfenstark Capitain Swing,8201,9.0,45
Hopfenstark Ostalgia Rousse,8201,5.0,28
Hopfenstark Ostalgia Blonde,8201,5.0,20
Hopfenstark Greg American Foreign Harvest Stout,8201,7.0,75
Hopfenstark LouLou Porter 1920,8201,5.0,15
Hopfenstark Berlin Alexanderplatz Epilogue,8201,3.5,67
Hopfenstark Saison Du Repos,8201,6.0,25
Hopfenstark Belgian IPA,8201,6.7,6
Hopfenstark Faust Triple &#40;Bourbon Barrel&#41;,8201,9.0,7
Hopfenstark Capitain Swing &#40;Bourbon Barrel&#41;,8201,10.0,45
Hopfenstark Roggen IPA,8201,6.0,68
Hopfenstark Double Porter à l’Érable &#40;Oak Aged&#41;,8201,8.0,34
Hopfenstark Blanche lErmitage,8201,5.0,8
Hopfenstark Stark Rauchen,8201,5.0,35
Hopfenstark Kamarad Friedrich - 5 Star Edition &#40;Bourbon Barrel&#41;,8201,12.0,18
Hopfenstark Can &quot;Indian&quot; &#40;Hockey Cynic Ale&#41;,8201,5.0,20
Hopfenstark Kamarad Friedrich - 5 Star Edition &#40;Oak Aged&#41;,8201,11.0,18
Springfield Red Dragon Cider,8368,7.2,55
Springfield Sledgehammer Cider,8368,8.4,55
Springfield Old Barn Cider,8368,7.2,55
Beachy Head Cliff Hanger,8983,5.0,41
Beachy Head Parson Darby’s Hole,8983,4.0,22
Beachy Head South Downs Ale,8983,4.4,16
Beachy Head St. Wilfie’s Ale,8983,4.5,16
Beachy Head Legless Rambler,8983,5.2,41
Beachy Head Christmas Jumper,8983,7.2,70
Beachy Head Birling Burner,8983,4.2,16
Beachy Head Snow Drop,8983,6.2,72
Beachy Head Original,8983,4.5,16
Beachy Head Sunny Sussex,8983,4.6,20
Olde Stone Red Fife Wheat Ale,110,5.0,29
Olde Stone Spiced Christmas Porter,110,0.0,15
Olde Stone Vienna Amber,110,0.0,44
Olde Stone Pumpkin Ale,110,0.0,17
